angle_deg,freq_Hz,S11_re,S11_im,S21_re,S21_im,S11_dB,S21_dB
180.0,2340000000,-2.231870000e-04,-1.267288000e-03,-9.296913280e-01,-6.717249280e-01,-57.809839,1.191042
180.0,2360000000,1.118540000e-04,-5.954580000e-04,1.941553344e+00,1.038384400e-02,-64.352374,5.763111
180.0,2380000000,2.060920000e-04,-4.707290000e-04,1.429173216e+00,-1.185309888e+00,-65.782979,5.375037
180.0,2400000000,8.127100000e-05,-5.386870000e-04,-4.611333440e-01,-1.313278912e+00,-65.275527,2.872071
180.0,2420000000,5.395300000e-05,-5.043860000e-04,1.421788448e+00,4.179883520e-01,-65.895329,3.416712
180.0,2440000000,6.676000000e-06,-5.099220000e-04,-8.850913920e-01,-2.049993280e-01,-65.849181,-0.833295
180.0,2460000000,7.241200000e-05,-4.929250000e-04,-2.207252640e-01,8.509875200e-01,-66.051658,-1.118770
180.0,2480000000,6.574000000e-06,-5.805390000e-04,6.389774080e-01,-5.911201200e-02,-64.722815,-3.853280
180.0,2500000000,-2.145120000e-04,-4.710300000e-04,4.687524000e-02,5.769689600e-01,-65.720522,-4.748379
180.0,2520000000,4.004100000e-05,-4.793360000e-04,5.556357120e-01,5.679118080e-01,-66.356999,-1.997953
180.0,2540000000,9.859500000e-05,-4.707290000e-04,-1.477370240e-01,1.035263300e+00,-66.358117,0.388570
180.0,2560000000,1.355810000e-04,-3.371030000e-04,-6.298810880e-01,-5.523566720e-01,-68.793582,-1.537569
180.0,2580000000,3.485200000e-05,-5.078710000e-04,-1.025291120e-01,2.538878080e-01,-65.864528,-11.251053
180.0,2600000000,4.204200000e-05,-6.626220000e-04,2.374478880e-01,1.183087360e-01,-63.557235,-11.525603
180.0,2620000000,-1.474800000e-05,-4.065510000e-04,-3.009990000e-03,-3.171570600e-02,-67.811988,-29.935570
180.0,2640000000,-6.586500000e-05,-2.514660000e-04,-6.744932000e-03,-3.334411200e-02,-71.702246,-29.365451
180.0,2660000000,-2.989000000e-05,-2.225610000e-04,8.048745000e-03,-2.172206600e-02,-72.973385,-32.703247
180.0,2680000000,-1.089810000e-04,-1.547860000e-04,1.174196600e-02,7.028513000e-03,-74.456858,-37.275231
180.0,2700000000,7.970800000e-05,4.462000000e-06,6.762593600e-02,3.501717600e-02,-81.956374,-22.366117
180.0,2720000000,-9.698300000e-05,2.453040000e-04,2.511776000e-02,6.462990400e-02,-71.575171,-23.180422
180.0,2740000000,-1.170510000e-04,-1.630790000e-04,5.653264400e-02,-8.462970400e-02,-73.947413,-19.847188
180.0,2760000000,-1.477810000e-04,-5.643300000e-05,4.790028000e-02,-6.508118800e-02,-76.016449,-21.850870
180.0,2780000000,2.913300000e-05,-3.782800000e-05,-1.827160800e-02,-6.111076400e-02,-86.421243,-23.905788
180.0,2800000000,3.412900000e-05,-1.493410000e-04,5.538089000e-03,-3.723630400e-02,-76.295327,-28.485649
180.0,2820000000,1.340820000e-04,-1.124520000e-04,6.678511000e-03,-4.447492800e-02,-75.139461,-26.940853
180.0,2840000000,9.495100000e-05,-1.240610000e-04,5.423960800e-02,1.201159800e-02,-76.124887,-25.105740
180.0,2860000000,4.652300000e-05,-1.279270000e-04,3.795660400e-02,-1.616948320e-01,-77.321315,-15.593125
180.0,2880000000,-6.248200000e-05,-1.727050000e-04,2.379774400e-02,-8.978800800e-02,-74.719706,-20.640788
180.0,2900000000,-2.616200000e-05,-2.005350000e-04,3.164861000e-02,5.401437600e-02,-73.882901,-24.068040
180.0,2920000000,-1.118390000e-04,-1.422620000e-04,-4.669438400e-02,-5.173200800e-02,-74.848359,-23.136707
180.0,2940000000,-2.025680000e-04,-1.426310000e-04,-5.359756000e-03,-4.891449600e-02,-72.119915,-26.159416
180.0,2960000000,-1.584930000e-04,-5.550800000e-05,-6.498330800e-02,-1.046626400e-01,-75.497329,-18.188112
180.0,2980000000,2.590100000e-05,4.732300000e-05,-1.213632960e-01,-3.245860800e-02,-85.360580,-18.018212
180.0,3000000000,8.712700000e-05,-2.571800000e-05,-1.519353760e-01,-1.167868640e-01,-80.834129,-14.350556
185.0,1000000000,-2.137800000e-05,-8.366700000e-05,1.406076000e-03,-2.018120000e-03,-81.274250,-52.182548
185.0,1020000000,-6.803500000e-05,-1.014400000e-05,4.445068000e-03,1.501283000e-03,-83.249863,-46.573310
185.0,1040000000,2.147700000e-05,1.439180000e-04,-9.260270000e-04,-4.504556000e-03,-76.742042,-46.747194
185.0,1060000000,1.056930000e-04,2.095600000e-05,2.714275000e-03,-8.010020000e-04,-79.351616,-50.964275
