angle_deg,freq_Hz,S11_re,S11_im,S21_re,S21_im,S11_dB,S21_dB
0.0,1000000000,-9.193200000e-05,-7.745900000e-05,1.979743000e-03,-1.492675000e-03,-78.400904,-52.113042
0.0,1020000000,-9.192100000e-05,-7.816100000e-05,9.055510000e-04,-4.492680000e-04,-78.368800,-59.906068
0.0,1040000000,-9.202200000e-05,-7.722500000e-05,4.389198000e-03,-7.137103000e-03,-78.406810,-41.536425
0.0,1060000000,-9.161700000e-05,-7.732600000e-05,-6.165513000e-03,2.331960000e-03,-78.424530,-43.619943
0.0,1080000000,-9.171600000e-05,-7.761300000e-05,1.331755600e-02,-3.179196000e-03,-78.405651,-37.270808
0.0,1100000000,-9.130300000e-05,-7.812300000e-05,-2.749023000e-03,-4.817919000e-03,-78.404496,-45.118800
0.0,1120000000,-9.134900000e-05,-7.727900000e-05,-9.546354000e-03,-1.075064600e-02,-78.441576,-36.846401
0.0,1140000000,-9.224200000e-05,-7.734600000e-05,5.195275000e-03,3.360261000e-03,-78.389019,-44.170027
0.0,1160000000,-9.207600000e-05,-7.714900000e-05,-5.574190000e-04,-1.108578000e-03,-78.407349,-58.125749
0.0,1180000000,-9.171600000e-05,-7.722600000e-05,-6.064571000e-03,-3.209280000e-03,-78.423716,-43.271774
0.0,1200000000,-9.188400000e-05,-7.750600000e-05,-1.525404800e-02,-1.357885000e-03,-78.401367,-36.298019
0.0,1220000000,-9.188300000e-05,-7.810600000e-05,-6.016082000e-03,7.730210000e-03,-78.373450,-40.179578
0.0,1240000000,-9.132500000e-05,-7.683400000e-05,7.006112000e-03,1.330080000e-04,-78.463766,-43.088894
0.0,1260000000,-9.171200000e-05,-7.727300000e-05,3.464210000e-03,-3.497345000e-03,-78.421745,-46.156076
0.0,1280000000,-9.196800000e-05,-7.737900000e-05,-3.373070000e-03,7.831173000e-03,-78.402637,-41.384365
0.0,1300000000,-9.164900000e-05,-7.766100000e-05,1.120319000e-02,1.572632800e-02,-78.407105,-34.284905
0.0,1320000000,-9.152000000e-05,-7.768300000e-05,5.752710000e-03,1.226923200e-02,-78.413192,-37.360617
0.0,1340000000,-9.132300000e-05,-7.720500000e-05,5.444247000e-03,-8.392990000e-03,-78.446487,-39.996436
0.0,1360000000,-9.185100000e-05,-7.803800000e-05,-8.351628000e-03,3.670348000e-03,-78.378379,-40.797663
0.0,1380000000,-9.289300000e-05,-7.721800000e-05,1.485803200e-02,1.478950000e-02,-78.358932,-33.570506
